cat_id,Cat_sex,neuroticism,energy_level,affection,child_friendly,pet_friendly,vocal,trainability,grooming,independence,dominance,sex_Female,sex_Male,sex_Unknown,cat_name,cat_breed
CAT_00292,Male,2,6,6,4,2,6,2,3,4,6,0,1,0,Blaze,Ocicat
CAT_00293,Female,2,4,4,2,1,5,6,4,6,3,1,0,0,Lola,Sphynx
CAT_00294,Male,1,6,6,4,2,7,7,7,4,5,0,1,0,Zeus,Devon Rex
CAT_00295,Male,4,5,6,4,2,6,4,4,4,4,0,1,0,Jasper,Abyssinian
CAT_00296,Male,4,6,6,3,2,6,4,2,4,4,0,1,0,Kai,Cornish Rex
CAT_00297,Female,4,4,5,4,2,6,4,3,3,3,1,0,0,Whiskers,British Shorthair
CAT_00298,Female,2,5,6,6,5,6,4,5,5,2,1,0,0,Luna,Balinese
CAT_00299,Male,2,4,6,5,5,6,6,6,6,4,0,1,0,Finn,Maine Coon
CAT_00300,Male,1,5,7,7,7,7,6,7,4,1,0,1,0,Maximilian,Ragdoll
CAT_00301,Female,4,5,7,6,4,4,6,4,7,4,1,0,0,Luna,Abyssinian
CAT_00302,Female,6,7,7,4,4,7,7,4,3,4,1,0,0,Zuzu,Abyssinian
CAT_00303,Male,1,4,7,6,5,6,6,6,4,4,0,1,0,Maximus,British Longhair
CAT_00304,Female,7,5,4,4,1,6,4,1,4,2,1,0,0,Ripley,Sphynx
CAT_00305,Female,4,4,4,4,3,6,2,3,4,5,1,0,0,Mochi,Domestic Shorthair
CAT_00306,Female,3,6,6,5,4,7,5,4,3,1,1,0,0,Lyra,Balinese
CAT_00307,Female,4,5,6,4,3,4,5,3,2,2,1,0,0,Piper,Oriental Shorthair
CAT_00308,Male,1,5,7,5,4,7,2,4,4,5,0,1,0,Blaze,Maine Coon
CAT_00309,Male,4,2,6,6,6,7,2,2,3,5,0,1,0,Jasper,Ragdoll
CAT_00310,Female,1,5,4,7,4,3,7,7,6,4,1,0,0,Odessa,Persian
CAT_00311,Male,5,7,6,2,4,7,6,3,4,5,0,1,0,Brutus,Abyssinian
CAT_00312,Male,2,3,6,6,7,7,4,5,3,1,0,1,0,Buddy,British Shorthair
CAT_00313,Male,6,7,6,4,5,3,6,4,4,3,0,1,0,Jasper,Abyssinian
CAT_00314,Male,2,4,7,6,3,7,6,4,5,6,0,1,0,Maverick,Bengal
CAT_00315,Female,5,3,7,5,3,6,6,5,4,3,1,0,0,Luna,Ragdoll
CAT_00316,Female,6,6,4,4,3,2,4,3,4,2,1,0,0,Onyx,Sphynx
CAT_00317,Female,1,6,7,6,1,7,6,6,6,5,1,0,0,Cleo,Siamese
CAT_00318,Male,2,5,6,4,5,4,5,4,5,2,0,1,0,Finn,American Shorthair
CAT_00319,Female,4,4,4,4,5,6,4,4,4,2,1,0,0,Willow,European Burmese
CAT_00320,Male,5,5,6,4,4,6,5,4,5,1,0,1,0,Rocky,Russian Blue
CAT_00321,Male,3,4,7,6,5,5,6,6,5,5,0,1,0,Bruno,Abyssinian
CAT_00322,Female,4,6,6,2,3,6,3,2,6,4,1,0,0,Whiskers,Korat
CAT_00323,Male,5,5,4,6,1,7,4,4,4,7,0,1,0,Loki,Russian Blue
CAT_00324,Male,2,6,6,6,2,5,5,5,4,6,0,1,0,Jasper,Maine Coon
CAT_00325,Female,6,6,2,4,2,1,1,2,4,2,1,0,0,Onyx,Sphynx
CAT_00326,Female,5,5,6,4,3,6,6,6,5,1,1,0,0,Luna,Norwegian Forest Cat
CAT_00327,Female,2,5,6,4,1,6,4,4,4,7,1,0,0,Dakota,Scottish Fold
CAT_00328,Female,2,6,6,6,6,7,5,6,4,2,1,0,0,Nova,Balinese
CAT_00329,Female,2,5,6,5,4,5,4,6,4,4,1,0,0,Piper,Singapura
CAT_00330,Female,6,2,5,3,2,7,6,3,5,1,1,0,0,Midge,British Shorthair
CAT_00331,Female,5,5,4,4,4,6,4,4,5,4,1,0,0,Luna,Abyssinian
CAT_00332,Male,3,4,6,6,4,7,4,6,5,4,0,1,0,Max,Ragdoll
CAT_00333,Female,5,7,7,5,4,4,5,4,6,1,1,0,0,Jasmine,Siamese
CAT_00334,Male,2,4,7,6,4,4,4,4,4,4,0,1,0,Leo,British Shorthair
CAT_00335,Male,3,3,5,5,7,7,7,6,3,2,0,1,0,Felix,Maine Coon
CAT_00336,Female,6,6,7,2,7,5,7,4,2,3,1,0,0,Onyx,Sphynx
CAT_00337,Male,2,4,7,6,4,5,6,6,6,5,0,1,0,Hunter,Ocicat
CAT_00338,Female,4,4,6,5,5,7,6,4,5,2,1,0,0,Cleo,Norwegian Forest Cat
CAT_00339,Male,1,4,6,6,6,2,6,6,4,2,0,1,0,Jasper,Russian Blue
CAT_00340,Female,2,5,7,6,6,5,6,6,6,1,1,0,0,Willow,Siberian
CAT_00341,Female,5,5,5,5,6,3,4,4,2,4,1,0,0,Luna,Oriental Shorthair
CAT_00342,Female,2,5,6,6,6,2,6,6,4,2,1,0,0,Daisy,Burmese
CAT_00343,Male,5,6,4,3,4,5,6,4,4,5,0,1,0,Blaze,Abyssinian
CAT_00344,Female,4,3,6,5,5,5,4,4,2,2,1,0,0,Whiskers,British Longhair
CAT_00345,Female,7,4,4,5,1,4,5,4,6,1,1,0,0,Onyx,Sphynx
CAT_00346,Male,1,5,7,6,6,7,6,6,5,5,0,1,0,Maximilian,Maine Coon
CAT_00347,Female,5,5,3,4,4,7,4,2,6,4,1,0,0,Sassy,Siamese
CAT_00348,Male,3,4,2,7,4,6,7,7,4,3,0,1,0,Jasper,British Shorthair
CAT_00349,Male,2,4,6,6,5,3,6,6,6,3,0,1,0,Finn,Ragdoll
CAT_00350,Female,2,4,4,6,1,1,5,5,7,3,1,0,0,Piper,Norwegian Forest Cat
CAT_00351,Female,4,4,4,4,4,1,4,4,5,5,1,0,0,Luna,Abyssinian
CAT_00352,Female,3,5,7,7,3,7,7,7,4,3,1,0,0,Sassy,Burmese
CAT_00353,Female,6,4,7,4,2,7,3,2,4,1,1,0,0,Onyx,Sphynx
CAT_00354,Female,3,4,4,3,3,7,4,2,6,3,1,0,0,Piper,Oriental Shorthair
CAT_00355,Female,6,2,4,4,3,7,3,2,5,3,1,0,0,Lola,Russian Blue
CAT_00356,Female,2,4,6,6,5,5,6,6,4,3,1,0,0,Daisy,Maine Coon
CAT_00357,Female,4,5,7,6,5,5,6,6,4,1,1,0,0,Whiskers,Balinese
CAT_00358,Male,5,7,3,4,1,7,6,3,4,5,0,1,0,Blaze,Bengal
CAT_00359,Male,1,5,2,4,1,7,7,4,6,5,0,1,0,Jasper,Savannah
CAT_00360,Male,4,6,7,4,6,5,6,6,4,2,0,1,0,Maverick,Norwegian Forest Cat
CAT_00361,Male,1,4,7,7,6,7,4,5,4,1,0,1,0,Boris,British Shorthair
CAT_00362,Female,3,5,4,4,5,5,5,4,3,3,1,0,0,Luna,Balinese
CAT_00363,Male,1,2,7,5,4,3,4,3,5,1,0,1,0,Jasper,Ragdoll
CAT_00364,Female,1,2,6,6,6,2,6,6,4,1,1,0,0,Mabel,British Longhair
CAT_00365,Male,4,5,6,5,4,6,6,4,6,2,0,1,0,Zephyr,Abyssinian
CAT_00366,Male,2,4,5,4,2,7,6,5,4,7,0,1,0,Kaiser,Sphynx
CAT_00367,Female,4,5,6,4,3,5,6,5,2,4,1,0,0,Onyx,Siamese
CAT_00368,Female,5,6,5,4,5,6,5,4,2,4,1,0,0,Akira,Egyptian Mau
CAT_00369,Male,2,4,6,5,5,7,6,5,6,3,0,1,0,Thane,Maine Coon
CAT_00370,Male,3,4,6,4,5,4,4,4,4,5,0,1,0,Gideon,Norwegian Forest Cat
CAT_00371,Female,3,5,6,4,4,5,4,4,5,5,1,0,0,Luna,Abyssinian
CAT_00372,Male,3,5,5,4,2,5,4,4,5,4,0,1,0,Jasper,Bombay
CAT_00373,Female,6,4,6,6,4,7,6,5,2,1,1,0,0,Ophelia,Siamese
CAT_00374,Unknown,4,4,6,6,2,7,6,4,5,6,0,0,1,Sable,Ocicat
CAT_00375,Female,4,6,5,5,4,2,5,4,6,3,1,0,0,Akira,Abyssinian
CAT_00376,Male,2,3,4,5,2,2,6,5,6,2,0,1,0,Finn,British Shorthair
CAT_00377,Male,2,6,4,5,3,6,6,4,4,4,0,1,0,Thane,Bengal
CAT_00378,Female,2,5,6,6,5,7,6,6,4,3,1,0,0,Aurora,Ragdoll
CAT_00379,Female,3,5,5,4,5,6,4,4,4,3,1,0,0,Piper,Balinese
CAT_00380,Female,3,5,5,4,4,6,6,4,4,3,1,0,0,Willa,Maine Coon
CAT_00381,Female,7,5,4,3,1,3,3,3,4,4,1,0,0,Luna,Abyssinian
CAT_00382,Female,5,6,4,6,5,2,6,5,6,3,1,0,0,Daisy,Korat
CAT_00383,Female,4,4,5,4,2,5,4,4,4,5,1,0,0,Whiskers,British Longhair
CAT_00384,Male,2,5,6,6,5,7,4,6,4,5,0,1,0,Jasper,Ragdoll
CAT_00385,Male,2,4,7,6,3,3,6,6,5,6,0,1,0,Leo,Maine Coon
CAT_00386,Male,7,5,7,4,2,7,4,2,5,1,0,1,0,Onyx,Sphynx
CAT_00387,Female,4,4,5,6,6,6,6,6,6,2,1,0,0,Cleo,Siberian
CAT_00388,Male,6,3,4,3,2,5,6,4,7,3,0,1,0,Gizmo,Manx
CAT_00389,Male,1,6,7,6,6,7,4,6,4,2,0,1,0,Maximus,Norwegian Forest Cat
CAT_00390,Male,2,5,7,6,5,6,4,5,3,3,0,1,0,Finnley,Bengal
CAT_00391,Female,2,5,6,5,3,7,6,5,6,6,1,0,0,Luna,Oriental Shorthair
CAT_00392,Male,3,4,4,6,6,6,5,5,3,4,0,1,0,Jasper,British Shorthair
CAT_00393,Male,3,6,7,5,7,7,6,5,4,1,0,1,0,Apollo,Abyssinian
CAT_00394,Male,1,1,4,4,1,6,5,5,7,6,0,1,0,Mellow,Ragdoll
CAT_00395,Female,6,5,6,4,6,3,5,4,4,4,1,0,0,Onyx,Siberian
CAT_00396,Male,4,4,6,2,4,7,4,2,4,4,0,1,0,Thane,Maine Coon
CAT_00397,Male,6,5,7,4,5,7,6,5,3,3,0,1,0,Riot,Bengal
CAT_00398,Male,2,5,5,5,3,4,5,4,5,4,0,1,0,Finn,Siamese
CAT_00399,Male,4,5,7,5,4,7,4,4,2,4,0,1,0,Zephyr,Norwegian Forest Cat
CAT_00400,Male,4,2,7,6,3,5,4,6,3,2,0,1,0,Brutus,Persian
CAT_00401,Female,5,5,4,4,2,5,5,2,4,4,1,0,0,Luna,Abyssinian
CAT_00402,Female,4,4,5,4,5,6,5,5,5,6,1,0,0,Whitney,Ragdoll
CAT_00403,Female,4,6,5,6,3,5,5,6,6,3,1,0,0,Ziggy,Abyssinian
CAT_00404,Female,4,6,5,4,4,6,4,4,4,2,1,0,0,Fiona,British Longhair
CAT_00405,Female,6,3,6,4,3,4,6,4,6,4,1,0,0,Ophelia,Persian
CAT_00406,Female,6,3,3,2,2,3,6,3,5,3,1,0,0,Pixie,Sphynx
CAT_00407,Male,2,5,7,7,5,7,4,6,3,2,0,1,0,Apollo,Maine Coon
CAT_00408,Female,4,4,6,5,3,7,6,6,4,2,1,0,0,Scarlett,Balinese
CAT_00409,Male,4,5,4,2,1,3,4,2,4,7,0,1,0,Maverick,Russian Blue
CAT_00410,Female,5,5,2,4,4,5,4,4,5,4,1,0,0,Onyx,Nebelung
CAT_00411,Male,2,4,6,6,4,6,6,6,6,3,0,1,0,Buster,Oriental Shorthair
CAT_00412,Female,3,5,6,6,4,7,7,6,5,1,1,0,0,Luna,Siamese
CAT_00413,Male,1,5,7,5,5,7,4,5,4,3,0,1,0,Maximus,Maine Coon
CAT_00414,Male,1,2,6,6,4,6,4,6,6,2,0,1,0,Jasper,British Shorthair
CAT_00415,Male,2,6,7,4,5,7,4,4,4,3,0,1,0,Rocket,Abyssinian
CAT_00416,Female,6,4,4,4,5,7,4,1,5,1,1,0,0,Onyx,Sphynx
CAT_00417,Female,6,4,4,4,1,5,3,2,4,1,1,0,0,Sable,Devon Rex
CAT_00418,Male,5,6,6,4,2,7,6,4,6,7,0,1,0,Kaiser,Savannah
CAT_00419,Female,2,3,6,6,5,6,6,6,4,4,1,0,0,Willow,Russian Blue
CAT_00420,Male,7,2,4,4,5,5,5,3,4,2,0,1,0,Thane,Norwegian Forest Cat
CAT_00421,Male,1,4,7,6,7,6,6,6,4,2,0,1,0,Baxter,British Shorthair
CAT_00422,Female,6,5,2,4,3,5,4,4,4,3,1,0,0,Onyx,Siamese
CAT_00423,Female,2,5,7,6,6,5,4,4,3,3,1,0,0,Luna,Ragdoll
CAT_00424,Male,3,6,6,3,3,4,5,4,5,6,0,1,0,Jasper,Abyssinian
CAT_00425,Male,5,2,6,6,1,7,5,4,6,3,0,1,0,Rufus,Maine Coon
CAT_00426,Female,6,4,4,4,2,6,6,5,4,4,1,0,0,Raven,Ocicat
CAT_00427,Female,1,6,6,6,5,5,5,6,4,2,1,0,0,Akira,Balinese
CAT_00428,Male,2,4,6,6,4,4,4,5,4,4,0,1,0,Finn,Norwegian Forest Cat
CAT_00429,Female,6,6,3,2,3,5,4,2,4,5,1,0,0,Blaze,Egyptian Mau
CAT_00430,Female,4,5,6,6,5,5,6,5,4,3,1,0,0,Piper,Siberian
CAT_00431,Male,2,6,6,4,5,7,7,5,4,4,0,1,0,Baxter,Abyssinian
CAT_00432,Female,7,4,7,3,1,5,2,2,4,6,1,0,0,Onyx,Birman
CAT_00433,Male,2,4,6,6,5,6,6,6,5,3,0,1,0,Jasper,Maine Coon
CAT_00434,Female,4,5,6,5,6,5,4,4,3,2,1,0,0,Luna,British Shorthair
CAT_00435,Female,6,2,4,5,5,5,3,4,4,2,1,0,0,Gracie,Ragdoll
CAT_00436,Female,2,4,6,4,5,2,6,5,4,3,1,0,0,Lola,British Longhair
CAT_00437,Male,2,6,5,6,6,5,6,6,5,3,0,1,0,Rocky,Siberian
CAT_00438,Male,7,6,4,3,5,7,6,4,4,3,0,1,0,Blaze,Bengal
CAT_00439,Male,1,6,6,7,5,3,5,6,6,3,0,1,0,Finn,Russian Blue
CAT_00440,Male,6,5,7,4,7,5,6,4,2,1,0,1,0,Atlas,Norwegian Forest Cat
CAT_00441,Male,6,6,5,3,6,6,3,2,4,5,0,1,0,Riot,Abyssinian
CAT_00442,Male,2,5,6,6,4,3,6,6,3,2,0,1,0,Jasper,British Shorthair
CAT_00443,Female,5,5,5,3,3,5,4,3,4,5,1,0,0,Luna,Balinese
CAT_00444,Female,2,4,6,6,5,3,2,4,6,3,1,0,0,Lola,Ragdoll
CAT_00445,Male,2,3,5,4,3,1,6,5,4,4,0,1,0,Simba,Maine Coon
CAT_00446,Male,6,5,6,4,5,7,6,3,2,4,0,1,0,Blaze,Abyssinian
CAT_00447,Male,4,5,6,6,2,6,5,4,4,5,0,1,0,Hunter,Ocicat
CAT_00448,Male,6,7,6,5,2,6,4,4,4,3,0,1,0,Jager,Bengal
CAT_00449,Female,5,4,4,4,4,4,3,3,4,3,1,0,0,Piper,Singapura
CAT_00450,Male,4,4,4,4,5,4,4,4,4,5,0,1,0,Onyx,Russian Blue
CAT_00451,Male,6,3,6,3,1,5,5,3,2,7,0,1,0,Boris,Abyssinian
CAT_00452,Female,1,5,4,6,2,7,5,6,6,2,1,0,0,Luna,Birman
CAT_00453,Male,3,5,6,5,4,7,6,5,3,3,0,1,0,Jasper,Abyssinian
CAT_00454,Female,2,5,7,4,4,7,6,4,4,2,1,0,0,Willow,Ragdoll
CAT_00455,Male,5,3,6,5,3,6,4,4,2,2,0,1,0,Felix,British Shorthair
CAT_00456,Female,6,5,3,4,1,7,4,2,2,1,1,0,0,Onyx,Sphynx
CAT_00457,Male,1,5,7,7,7,3,7,7,4,1,0,1,0,Apollo,Maine Coon
CAT_00458,Female,4,3,4,6,3,3,4,5,4,2,1,0,0,Piper,Norwegian Forest Cat
CAT_00459,Male,6,4,4,2,2,3,6,4,4,4,0,1,0,Thane,Russian Blue
CAT_00460,Male,2,4,2,4,2,5,6,6,6,5,0,1,0,Ranger,Siberian
CAT_00461,Female,5,5,6,6,7,7,7,6,4,1,1,0,0,Luna,Abyssinian
CAT_00462,Female,1,5,7,6,5,7,7,6,4,3,1,0,0,Lola,Burmese
CAT_00463,Female,5,4,4,4,2,5,6,6,7,4,1,0,0,Zelda,Siamese
CAT_00464,Male,1,3,7,7,5,7,5,5,5,4,0,1,0,Max,Ragdoll
CAT_00465,Male,4,6,6,2,2,6,5,3,3,4,0,1,0,Rocky,Savannah
CAT_00466,Male,4,5,5,4,3,5,5,4,3,5,0,1,0,Jasper,Ocicat
CAT_00467,Male,4,4,6,6,3,5,5,5,3,3,0,1,0,Felix,Abyssinian
CAT_00468,Female,6,7,4,5,6,4,4,2,4,2,1,0,0,Akira,Bengal
CAT_00469,Female,1,6,7,7,6,7,7,7,4,2,1,0,0,Dakota,Maine Coon
CAT_00470,Male,2,5,6,6,7,6,6,6,5,2,0,1,0,Cody,British Shorthair
CAT_00471,Male,6,5,6,6,3,7,6,5,4,5,0,1,0,Bongo,Abyssinian
CAT_00472,Female,3,5,5,6,4,5,4,6,4,3,1,0,0,Luna,British Longhair
CAT_00473,Male,2,5,5,5,3,6,4,5,5,5,0,1,0,Jasper,Korat
CAT_00474,Male,5,4,5,4,5,7,6,4,5,2,0,1,0,Finn,Russian Blue
CAT_00475,Female,3,6,6,7,6,1,4,5,4,1,1,0,0,Whiskers,Norwegian Forest Cat
CAT_00476,Male,7,2,6,4,6,6,4,2,4,3,0,1,0,Bruiser,Abyssinian
CAT_00477,Unknown,2,4,7,5,6,6,5,4,4,4,0,0,1,Mocha,Domestic Shorthair
CAT_00478,Female,2,1,4,4,4,7,6,4,4,3,1,0,0,Sassy,Sphynx
CAT_00479,Male,2,4,7,6,4,3,4,5,3,2,0,1,0,Rusty,Maine Coon
CAT_00480,Male,5,5,6,5,5,6,6,4,4,2,0,1,0,Gizmo,Ocicat
CAT_00481,Female,4,5,6,6,5,5,7,6,4,4,1,0,0,Luna,British Shorthair
CAT_00482,Female,3,3,7,7,7,7,2,4,4,3,1,0,0,Gracie,Ragdoll
CAT_00483,Female,4,4,6,6,3,3,6,6,6,4,1,0,0,Whiskers,Maine Coon
CAT_00484,Female,4,5,6,5,4,5,5,4,4,4,1,0,0,Cleo,Ocicat
CAT_00485,Male,2,6,7,4,5,7,5,4,4,5,0,1,0,Blaze,Abyssinian
CAT_00486,Male,3,4,6,5,5,5,6,5,5,4,0,1,0,Jasper,Bengal
CAT_00487,Male,3,6,7,6,7,7,5,4,4,1,0,1,0,Hunter,Siberian
CAT_00488,Female,2,6,6,4,5,7,4,4,4,3,1,0,0,Dakota,Savannah
CAT_00489,Male,5,5,4,3,3,3,5,4,5,3,0,1,0,Onyx,Russian Blue
CAT_00490,Male,3,4,2,6,5,3,6,5,6,2,0,1,0,Buster,Norwegian Forest Cat
CAT_00491,Female,3,5,6,5,6,4,4,4,4,5,1,0,0,Luna,Abyssinian
CAT_00492,Male,2,6,7,6,6,7,5,5,4,5,0,1,0,Jasper,Bengal
CAT_00493,Male,3,4,6,6,4,5,5,4,6,5,0,1,0,Finn,Abyssinian
CAT_00494,Male,3,6,7,6,7,7,4,4,4,1,0,1,0,Maverick,Ocicat
CAT_00495,Male,5,5,4,4,1,5,6,3,4,2,0,1,0,Loki,Devon Rex
CAT_00496,Female,1,7,7,6,5,7,6,6,4,5,1,0,0,Astrid,Abyssinian
CAT_00497,Female,3,4,6,4,4,2,5,3,4,6,1,0,0,Piper,British Longhair
CAT_00498,Male,7,5,4,4,4,6,4,3,4,2,0,1,0,Onyx,Korat
CAT_00499,Female,4,4,6,6,6,6,4,5,3,2,1,0,0,Willow,Russian Blue
CAT_00500,Female,4,4,2,4,2,4,4,4,4,3,1,0,0,Sable,Nebelung
CAT_00501,Unknown,3,4,2,4,3,7,4,4,5,5,0,0,1,Zorro,Domestic Shorthair
CAT_00502,Male,1,4,6,7,6,5,4,7,4,3,0,1,0,Max,British Shorthair
CAT_00503,Female,7,5,1,2,1,7,2,1,6,5,1,0,0,Onyx,Sphynx
CAT_00504,Male,2,3,6,7,5,1,6,6,6,3,0,1,0,Jasper,Ragdoll
CAT_00505,Female,3,6,6,3,1,7,4,2,7,6,1,0,0,Luna,Abyssinian
CAT_00506,Male,2,4,7,6,5,2,6,6,4,4,0,1,0,Leo,Maine Coon
CAT_00507,Female,1,5,6,6,7,5,6,6,5,4,1,0,0,Daisy,Oriental Shorthair
CAT_00508,Male,3,5,4,4,1,7,4,4,4,5,0,1,0,Rocky,Norwegian Forest Cat
CAT_00509,Male,3,4,6,6,6,7,6,5,4,3,0,1,0,Hunter,American Bobtail
CAT_00510,Female,2,4,5,5,2,6,5,5,4,4,1,0,0,Whiskers,Birman
CAT_00511,Male,6,3,4,4,3,5,4,4,6,4,0,1,0,Buster,British Shorthair
CAT_00512,Female,2,5,6,5,1,3,6,5,6,3,1,0,0,Luna,Abyssinian
CAT_00513,Female,1,5,6,6,4,7,4,3,4,7,1,0,0,Aria,Siamese
CAT_00514,Male,4,4,7,6,7,1,4,6,4,1,0,1,0,Jasper,Ragdoll
CAT_00515,Male,1,4,7,7,7,7,6,7,4,1,0,1,0,Atticus,Maine Coon
CAT_00516,Male,3,4,6,4,5,7,6,4,6,5,0,1,0,Kai,Korat
CAT_00517,Female,2,5,6,6,5,5,6,5,6,2,1,0,0,Lila,Burmese
CAT_00518,Female,2,5,6,4,3,6,5,4,4,5,1,0,0,Piper,Russian Blue
CAT_00519,Male,3,2,4,6,4,5,2,3,7,1,0,1,0,Mochi,Norwegian Forest Cat
CAT_00520,Female,5,5,2,4,2,2,4,2,6,2,1,0,0,Onyx,Sphynx
CAT_00521,Male,1,2,7,7,6,7,1,4,3,1,0,1,0,Boris,British Shorthair
CAT_00522,Female,6,3,4,2,1,7,6,4,2,6,1,0,0,Onyx,Abyssinian
CAT_00523,Female,2,5,6,4,1,7,6,4,4,7,1,0,0,Luna,Maine Coon
CAT_00524,Male,2,3,3,4,2,2,5,4,6,5,0,1,0,Jasper,Russian Blue
CAT_00525,Female,1,7,5,4,2,7,4,3,4,6,1,0,0,Zara,Savannah
CAT_00526,Female,5,5,3,5,3,2,4,4,4,2,1,0,0,Lola,Ocicat
CAT_00527,Male,2,5,7,7,4,7,2,5,6,4,0,1,0,Simba,Ragdoll
CAT_00528,Male,2,4,6,6,5,6,6,6,6,4,0,1,0,Finn,Norwegian Forest Cat
CAT_00529,Male,4,5,4,5,5,5,6,4,6,2,0,1,0,Rocky,American Bobtail
CAT_00530,Male,4,3,3,4,2,3,2,4,6,4,0,1,0,Thane,British Longhair
CAT_00531,Male,2,5,7,6,4,6,6,6,4,2,0,1,0,Baxter,Abyssinian
CAT_00532,Male,2,5,6,6,3,5,4,4,4,4,0,1,0,Jasper,British Shorthair
CAT_00533,Female,6,3,4,2,1,6,4,2,5,4,1,0,0,Onyx,Sphynx
CAT_00534,Female,3,6,6,4,3,5,3,3,3,5,1,0,0,Luna,Ocicat
CAT_00535,Male,1,7,4,2,5,6,2,2,4,6,0,1,0,Zephyr,Abyssinian
CAT_00536,Female,1,3,7,7,5,2,4,6,4,2,1,0,0,Willow,Ragdoll
CAT_00537,Female,7,2,2,5,2,6,4,4,6,2,1,0,0,Sable,Nebelung
CAT_00538,Male,5,7,7,4,4,7,5,4,4,5,0,1,0,Blaze,Bengal
CAT_00539,Female,4,6,4,6,6,1,4,3,6,1,1,0,0,Lola,Exotic Shorthair
CAT_00540,Female,4,4,2,4,4,6,5,4,5,4,1,0,0,Raven,Russian Blue
CAT_00541,Female,2,2,7,6,2,5,4,4,4,3,1,0,0,Luna,British Shorthair
CAT_00542,Male,4,4,2,2,2,2,4,2,6,6,0,1,0,Brutus,American Bobtail
CAT_00543,Male,5,5,5,4,6,4,7,4,4,1,0,1,0,Jasper,Abyssinian
CAT_00544,Male,1,5,7,7,7,7,6,6,4,3,0,1,0,Simba,Ragdoll
CAT_00545,Female,4,5,6,6,6,5,5,6,4,2,1,0,0,Willow,Maine Coon
CAT_00546,Male,4,4,5,6,5,3,4,4,4,1,0,1,0,Finn,British Longhair
CAT_00547,Male,4,6,4,2,3,3,5,3,4,4,0,1,0,Zeus,Siberian
CAT_00548,Male,1,4,6,6,5,7,6,6,6,5,0,1,0,Maximus,Norwegian Forest Cat
CAT_00549,Female,6,5,2,4,4,6,4,4,2,4,1,0,0,Onyx,Sphynx
CAT_00550,Male,4,6,6,6,5,7,6,6,4,2,0,1,0,Hunter,Bengal
CAT_00551,Female,4,4,6,6,1,2,4,4,4,1,1,0,0,Luna,British Shorthair
CAT_00552,Female,2,4,7,4,1,5,4,4,4,7,1,0,0,Dakota,Siamese
CAT_00553,Female,6,4,3,2,1,6,4,3,5,5,1,0,0,Onyx,Abyssinian
CAT_00554,Male,2,3,6,4,5,7,5,5,3,5,0,1,0,Jasper,Ragdoll
CAT_00555,Male,3,5,6,6,7,7,6,6,4,4,0,1,0,Rocky,Bengal
CAT_00556,Male,4,6,3,6,5,7,4,5,4,4,0,1,0,Thane,Ocicat
CAT_00557,Male,1,5,7,6,7,5,6,6,7,1,0,1,0,Atticus,Savannah
CAT_00558,Female,3,5,5,4,4,7,5,4,6,4,1,0,0,Zara,Oriental Shorthair
CAT_00559,Female,4,6,5,4,5,6,6,4,4,2,1,0,0,Akira,Norwegian Forest Cat
CAT_00560,Male,2,5,6,6,3,5,6,6,5,5,0,1,0,Hunter,Maine Coon
CAT_00561,Female,2,4,6,6,3,2,6,6,5,2,1,0,0,Luna,British Longhair
CAT_00562,Male,6,4,4,4,5,7,5,3,6,6,0,1,0,Brutus,Abyssinian
CAT_00563,Male,4,4,6,5,6,4,4,4,4,3,0,1,0,Jasper,Maine Coon
CAT_00564,Male,1,5,6,4,5,1,6,6,4,5,0,1,0,Apollo,Siamese
CAT_00565,Female,3,5,6,6,4,5,4,3,4,3,1,0,0,Cleo,Balinese
CAT_00566,Female,3,6,7,6,6,6,5,4,6,3,1,0,0,Aurora,Ragdoll
CAT_00567,Male,2,3,6,4,3,7,2,4,2,5,0,1,0,Baron,Norwegian Forest Cat
CAT_00568,Male,2,5,7,6,4,6,6,6,5,2,0,1,0,Zephyr,Bengal
CAT_00569,Male,4,4,6,4,5,7,6,4,5,3,0,1,0,Maverick,Russian Blue
CAT_00570,Male,6,6,3,4,3,3,3,2,4,6,0,1,0,Thane,Savannah
CAT_00571,Female,3,5,6,6,1,4,4,4,4,5,1,0,0,Luna,Oriental Shorthair
CAT_00572,Male,7,6,2,3,6,7,4,2,4,5,0,1,0,Brutus,British Shorthair
CAT_00573,Male,2,4,6,4,5,4,6,6,5,3,0,1,0,Finn,Maine Coon
CAT_00574,Female,1,5,6,6,5,6,6,6,4,2,1,0,0,Daisy,Ragdoll
CAT_00575,Female,2,2,5,5,3,4,4,4,6,3,1,0,0,Mochi,British Longhair
CAT_00576,Female,3,4,6,6,1,5,6,4,6,5,1,0,0,Willow,Siberian
CAT_00577,Female,4,5,5,4,5,4,6,4,6,1,1,0,0,Piper,Abyssinian
CAT_00578,Female,2,3,7,6,1,6,6,5,5,6,1,0,0,Cleo,Persian
CAT_00579,Male,6,4,2,3,1,5,5,4,5,3,0,1,0,Scorch,American Bobtail
CAT_00580,Female,2,5,6,4,1,6,5,4,3,5,1,0,0,Whiskers,Norwegian Forest Cat
CAT_00581,Female,6,4,6,4,4,5,5,4,4,3,1,0,0,Luna,Abyssinian
CAT_00582,Unknown,2,3,4,5,3,2,4,4,6,6,0,0,1,Mellow,British Shorthair
CAT_00583,Female,4,6,1,6,2,7,5,4,6,4,1,0,0,Onyx,Siamese
